Radius,X_Position,Y_Position,Area,Surface2d,Volume,image_path,mask_path,shape
42,189,365,5539,132,310182,../images_assorted/image_311.png,../masks_assorted/mask_311.png,circle
48,243,382,1152,164,110592,../images_assorted/image_312.png,../masks_assorted/mask_312.png,triange
58,267,250,3364,232,195112,../images_assorted/image_313.png,../masks_assorted/mask_313.png,square
35,432,75,612,119,42875,../images_assorted/image_314.png,../masks_assorted/mask_314.png,triange
71,121,324,2520,242,357911,../images_assorted/image_315.png,../masks_assorted/mask_315.png,triange
41,204,139,1681,164,68921,../images_assorted/image_316.png,../masks_assorted/mask_316.png,square
63,429,87,3969,252,250047,../images_assorted/image_317.png,../masks_assorted/mask_317.png,square
53,79,384,2809,212,148877,../images_assorted/image_318.png,../masks_assorted/mask_318.png,square
37,173,361,684,126,50653,../images_assorted/image_319.png,../masks_assorted/mask_319.png,triange
93,303,280,27158,292,3367575,../images_assorted/image_320.png,../masks_assorted/mask_320.png,circle
82,185,332,21113,257,2308394,../images_assorted/image_321.png,../masks_assorted/mask_321.png,circle
21,177,348,220,72,9261,../images_assorted/image_322.png,../masks_assorted/mask_322.png,triange
59,321,264,10930,185,859853,../images_assorted/image_323.png,../masks_assorted/mask_323.png,circle
38,137,444,1444,152,54872,../images_assorted/image_324.png,../masks_assorted/mask_324.png,square
56,196,150,1568,191,175616,../images_assorted/image_325.png,../masks_assorted/mask_325.png,triange
110,309,349,6050,376,1331000,../images_assorted/image_326.png,../masks_assorted/mask_326.png,triange
29,158,241,2641,91,102109,../images_assorted/image_327.png,../masks_assorted/mask_327.png,circle
52,326,192,1352,178,140608,../images_assorted/image_328.png,../masks_assorted/mask_328.png,triange
91,436,445,4140,311,753571,../images_assorted/image_329.png,../masks_assorted/mask_329.png,triange
108,309,183,36625,339,5273994,../images_assorted/image_330.png,../masks_assorted/mask_330.png,circle
20,262,203,400,80,8000,../images_assorted/image_331.png,../masks_assorted/mask_331.png,square
88,363,134,3872,300,681472,../images_assorted/image_332.png,../masks_assorted/mask_332.png,triange
93,205,300,4324,318,804357,../images_assorted/image_333.png,../masks_assorted/mask_333.png,triange
93,111,91,27158,292,3367575,../images_assorted/image_334.png,../masks_assorted/mask_334.png,circle
19,176,76,180,65,6859,../images_assorted/image_335.png,../masks_assorted/mask_335.png,triange
56,169,336,3136,224,175616,../images_assorted/image_336.png,../masks_assorted/mask_336.png,square
116,339,441,13456,464,1560896,../images_assorted/image_337.png,../masks_assorted/mask_337.png,square
69,71,95,2380,236,328509,../images_assorted/image_338.png,../masks_assorted/mask_338.png,triange
24,179,330,576,96,13824,../images_assorted/image_339.png,../masks_assorted/mask_339.png,square
69,338,381,2380,236,328509,../images_assorted/image_340.png,../masks_assorted/mask_340.png,triange
56,333,358,3136,224,175616,../images_assorted/image_341.png,../masks_assorted/mask_341.png,square
39,230,154,4776,122,248349,../images_assorted/image_342.png,../masks_assorted/mask_342.png,circle
94,70,395,8836,376,830584,../images_assorted/image_343.png,../masks_assorted/mask_343.png,square
110,396,285,37994,345,5572453,../images_assorted/image_344.png,../masks_assorted/mask_344.png,circle
78,318,257,6084,312,474552,../images_assorted/image_345.png,../masks_assorted/mask_345.png,square
26,127,390,676,104,17576,../images_assorted/image_346.png,../masks_assorted/mask_346.png,square
18,132,364,324,72,5832,../images_assorted/image_347.png,../masks_assorted/mask_347.png,square
102,405,329,5202,348,1061208,../images_assorted/image_348.png,../masks_assorted/mask_348.png,triange
61,438,363,11684,192,950294,../images_assorted/image_349.png,../masks_assorted/mask_349.png,circle
98,194,136,9604,392,941192,../images_assorted/image_350.png,../masks_assorted/mask_350.png,square
62,262,195,3844,248,238328,../images_assorted/image_351.png,../masks_assorted/mask_351.png,square
71,447,404,2520,242,357911,../images_assorted/image_352.png,../masks_assorted/mask_352.png,triange
28,76,432,784,112,21952,../images_assorted/image_353.png,../masks_assorted/mask_353.png,square
85,157,67,7225,340,614125,../images_assorted/image_354.png,../masks_assorted/mask_354.png,square
100,120,261,5000,341,1000000,../images_assorted/image_355.png,../masks_assorted/mask_355.png,triange
53,364,431,1404,181,148877,../images_assorted/image_356.png,../masks_assorted/mask_356.png,triange
38,430,255,4534,119,229731,../images_assorted/image_357.png,../masks_assorted/mask_357.png,circle
75,127,81,17662,236,1766250,../images_assorted/image_358.png,../masks_assorted/mask_358.png,circle
83,167,439,21631,261,2393882,../images_assorted/image_359.png,../masks_assorted/mask_359.png,circle
63,318,129,1984,215,250047,../images_assorted/image_360.png,../masks_assorted/mask_360.png,triange
74,427,248,5476,296,405224,../images_assorted/image_361.png,../masks_assorted/mask_361.png,square
101,269,192,5100,345,1030301,../images_assorted/image_362.png,../masks_assorted/mask_362.png,triange
40,369,422,5024,126,267947,../images_assorted/image_363.png,../masks_assorted/mask_363.png,circle
53,323,297,8820,166,623298,../images_assorted/image_364.png,../masks_assorted/mask_364.png,circle
46,232,186,2116,184,97336,../images_assorted/image_365.png,../masks_assorted/mask_365.png,square
100,205,420,5000,341,1000000,../images_assorted/image_366.png,../masks_assorted/mask_366.png,triange
93,77,113,8649,372,804357,../images_assorted/image_367.png,../masks_assorted/mask_367.png,square
46,270,144,6644,144,407513,../images_assorted/image_368.png,../masks_assorted/mask_368.png,circle
77,386,198,2964,263,456533,../images_assorted/image_369.png,../masks_assorted/mask_369.png,triange
85,281,94,7225,340,614125,../images_assorted/image_370.png,../masks_assorted/mask_370.png,square
57,400,442,1624,195,185193,../images_assorted/image_371.png,../masks_assorted/mask_371.png,triange
73,207,95,16733,229,1628685,../images_assorted/image_372.png,../masks_assorted/mask_372.png,circle
39,360,129,760,133,59319,../images_assorted/image_373.png,../masks_assorted/mask_373.png,triange
24,90,311,288,82,13824,../images_assorted/image_374.png,../masks_assorted/mask_374.png,triange
81,312,210,20602,254,2224966,../images_assorted/image_375.png,../masks_assorted/mask_375.png,circle
106,199,288,35281,333,4986387,../images_assorted/image_376.png,../masks_assorted/mask_376.png,circle
76,206,326,5776,304,438976,../images_assorted/image_377.png,../masks_assorted/mask_377.png,square
16,115,307,256,64,4096,../images_assorted/image_378.png,../masks_assorted/mask_378.png,square
61,417,391,11684,192,950294,../images_assorted/image_379.png,../masks_assorted/mask_379.png,circle
52,374,218,2704,208,140608,../images_assorted/image_380.png,../masks_assorted/mask_380.png,square
103,277,339,33312,323,4574884,../images_assorted/image_381.png,../masks_assorted/mask_381.png,circle
48,413,86,7235,151,463012,../images_assorted/image_382.png,../masks_assorted/mask_382.png,circle
52,245,404,2704,208,140608,../images_assorted/image_383.png,../masks_assorted/mask_383.png,square
44,171,85,968,150,85184,../images_assorted/image_384.png,../masks_assorted/mask_384.png,triange
33,255,211,544,113,35937,../images_assorted/image_385.png,../masks_assorted/mask_385.png,triange
54,412,390,9156,170,659249,../images_assorted/image_386.png,../masks_assorted/mask_386.png,circle
20,250,319,1256,63,33493,../images_assorted/image_387.png,../masks_assorted/mask_387.png,circle
49,237,147,7539,154,492557,../images_assorted/image_388.png,../masks_assorted/mask_388.png,circle
113,182,163,6384,386,1442897,../images_assorted/image_389.png,../masks_assorted/mask_389.png,triange
28,360,157,2462,88,91906,../images_assorted/image_390.png,../masks_assorted/mask_390.png,circle
75,371,84,5625,300,421875,../images_assorted/image_391.png,../masks_assorted/mask_391.png,square
49,361,107,1200,167,117649,../images_assorted/image_392.png,../masks_assorted/mask_392.png,triange
90,148,309,25434,283,3052080,../images_assorted/image_393.png,../masks_assorted/mask_393.png,circle
105,412,80,34618,330,4846590,../images_assorted/image_394.png,../masks_assorted/mask_394.png,circle
66,448,347,2178,225,287496,../images_assorted/image_395.png,../masks_assorted/mask_395.png,triange
108,411,108,5832,369,1259712,../images_assorted/image_396.png,../masks_assorted/mask_396.png,triange
74,254,377,2738,253,405224,../images_assorted/image_397.png,../masks_assorted/mask_397.png,triange
58,335,183,3364,232,195112,../images_assorted/image_398.png,../masks_assorted/mask_398.png,square
31,200,147,480,106,29791,../images_assorted/image_399.png,../masks_assorted/mask_399.png,triange
110,240,302,37994,345,5572453,../images_assorted/image_400.png,../masks_assorted/mask_400.png,circle
31,394,432,961,124,29791,../images_assorted/image_401.png,../masks_assorted/mask_401.png,square
91,89,77,4140,311,753571,../images_assorted/image_402.png,../masks_assorted/mask_402.png,triange
70,97,406,4900,280,343000,../images_assorted/image_403.png,../masks_assorted/mask_403.png,square
104,363,93,10816,416,1124864,../images_assorted/image_404.png,../masks_assorted/mask_404.png,square
55,166,431,9499,173,696557,../images_assorted/image_405.png,../masks_assorted/mask_405.png,circle
72,95,93,16278,226,1562665,../images_assorted/image_406.png,../masks_assorted/mask_406.png,circle
23,369,380,529,92,12167,../images_assorted/image_407.png,../masks_assorted/mask_407.png,square
22,427,367,242,75,10648,../images_assorted/image_408.png,../masks_assorted/mask_408.png,triange
107,265,178,5724,365,1225043,../images_assorted/image_409.png,../masks_assorted/mask_409.png,triange
98,241,413,30157,308,3940457,../images_assorted/image_410.png,../masks_assorted/mask_410.png,circle
46,243,336,6644,144,407513,../images_assorted/image_411.png,../masks_assorted/mask_411.png,circle
77,231,286,2964,263,456533,../images_assorted/image_412.png,../masks_assorted/mask_412.png,triange
50,425,179,1250,171,125000,../images_assorted/image_413.png,../masks_assorted/mask_413.png,triange
47,122,77,1104,160,103823,../images_assorted/image_414.png,../masks_assorted/mask_414.png,triange
22,234,343,242,75,10648,../images_assorted/image_415.png,../masks_assorted/mask_415.png,triange
110,219,338,37994,345,5572453,../images_assorted/image_416.png,../masks_assorted/mask_416.png,circle
92,69,111,4232,314,778688,../images_assorted/image_417.png,../masks_assorted/mask_417.png,triange
56,182,231,1568,191,175616,../images_assorted/image_418.png,../masks_assorted/mask_418.png,triange
36,165,205,4069,113,195333,../images_assorted/image_419.png,../masks_assorted/mask_419.png,circle
80,241,89,3200,273,512000,../images_assorted/image_420.png,../masks_assorted/mask_420.png,triange
49,310,83,1200,167,117649,../images_assorted/image_421.png,../masks_assorted/mask_421.png,triange
29,290,413,420,99,24389,../images_assorted/image_422.png,../masks_assorted/mask_422.png,triange
115,277,92,6612,393,1520875,../images_assorted/image_423.png,../masks_assorted/mask_423.png,triange
59,187,241,1740,201,205379,../images_assorted/image_424.png,../masks_assorted/mask_424.png,triange
95,178,265,28338,298,3589543,../images_assorted/image_425.png,../masks_assorted/mask_425.png,circle
58,143,427,1682,198,195112,../images_assorted/image_426.png,../masks_assorted/mask_426.png,triange
92,241,166,26577,289,3260107,../images_assorted/image_427.png,../masks_assorted/mask_427.png,circle
88,356,76,7744,352,681472,../images_assorted/image_428.png,../masks_assorted/mask_428.png,square
110,360,207,37994,345,5572453,../images_assorted/image_429.png,../masks_assorted/mask_429.png,circle
62,250,373,12070,195,997800,../images_assorted/image_430.png,../masks_assorted/mask_430.png,circle
101,150,190,5100,345,1030301,../images_assorted/image_431.png,../masks_assorted/mask_431.png,triange
96,240,68,9216,384,884736,../images_assorted/image_432.png,../masks_assorted/mask_432.png,square
20,87,404,200,68,8000,../images_assorted/image_433.png,../masks_assorted/mask_433.png,triange
16,175,329,128,55,4096,../images_assorted/image_434.png,../masks_assorted/mask_434.png,triange
58,178,410,10563,182,816869,../images_assorted/image_435.png,../masks_assorted/mask_435.png,circle
24,383,253,288,82,13824,../images_assorted/image_436.png,../masks_assorted/mask_436.png,triange
43,362,197,5806,135,332869,../images_assorted/image_437.png,../masks_assorted/mask_437.png,circle
25,258,447,1962,78,65417,../images_assorted/image_438.png,../masks_assorted/mask_438.png,circle
113,414,434,6384,386,1442897,../images_assorted/image_439.png,../masks_assorted/mask_439.png,triange
102,260,78,32669,320,4442924,../images_assorted/image_440.png,../masks_assorted/mask_440.png,circle
109,441,408,5940,372,1295029,../images_assorted/image_441.png,../masks_assorted/mask_441.png,triange
41,68,387,5278,129,288549,../images_assorted/image_442.png,../masks_assorted/mask_442.png,circle
38,84,125,1444,152,54872,../images_assorted/image_443.png,../masks_assorted/mask_443.png,square
109,255,247,5940,372,1295029,../images_assorted/image_444.png,../masks_assorted/mask_444.png,triange
48,338,194,1152,164,110592,../images_assorted/image_445.png,../masks_assorted/mask_445.png,triange
88,426,89,3872,300,681472,../images_assorted/image_446.png,../masks_assorted/mask_446.png,triange
35,331,72,1225,140,42875,../images_assorted/image_447.png,../masks_assorted/mask_447.png,square
101,78,262,10201,404,1030301,../images_assorted/image_448.png,../masks_assorted/mask_448.png,square
41,379,190,1681,164,68921,../images_assorted/image_449.png,../masks_assorted/mask_449.png,square
51,169,291,2601,204,132651,../images_assorted/image_450.png,../masks_assorted/mask_450.png,square
95,296,139,4512,324,857375,../images_assorted/image_451.png,../masks_assorted/mask_451.png,triange
81,390,323,6561,324,531441,../images_assorted/image_452.png,../masks_assorted/mask_452.png,square
70,326,115,15386,220,1436027,../images_assorted/image_453.png,../masks_assorted/mask_453.png,circle
21,257,445,1385,66,38773,../images_assorted/image_454.png,../masks_assorted/mask_454.png,circle
49,112,165,1200,167,117649,../images_assorted/image_455.png,../masks_assorted/mask_455.png,triange
34,110,314,3630,107,164553,../images_assorted/image_456.png,../masks_assorted/mask_456.png,circle
114,273,172,40807,358,6202731,../images_assorted/image_457.png,../masks_assorted/mask_457.png,circle
83,374,352,6889,332,571787,../images_assorted/image_458.png,../masks_assorted/mask_458.png,square
106,372,365,11236,424,1191016,../images_assorted/image_459.png,../masks_assorted/mask_459.png,square
87,221,156,3784,297,658503,../images_assorted/image_460.png,../masks_assorted/mask_460.png,triange
30,411,110,900,120,27000,../images_assorted/image_461.png,../masks_assorted/mask_461.png,square
94,310,87,27745,295,3477378,../images_assorted/image_462.png,../masks_assorted/mask_462.png,circle
27,116,443,729,108,19683,../images_assorted/image_463.png,../masks_assorted/mask_463.png,square
74,67,119,2738,253,405224,../images_assorted/image_464.png,../masks_assorted/mask_464.png,triange
67,366,164,14095,210,1259194,../images_assorted/image_465.png,../masks_assorted/mask_465.png,circle
18,285,133,162,61,5832,../images_assorted/image_466.png,../masks_assorted/mask_466.png,triange
72,179,113,2592,246,373248,../images_assorted/image_467.png,../masks_assorted/mask_467.png,triange
74,398,274,2738,253,405224,../images_assorted/image_468.png,../masks_assorted/mask_468.png,triange
86,273,75,23223,270,2662954,../images_assorted/image_469.png,../masks_assorted/mask_469.png,circle
99,408,253,30775,311,4062318,../images_assorted/image_470.png,../masks_assorted/mask_470.png,circle
74,292,340,2738,253,405224,../images_assorted/image_471.png,../masks_assorted/mask_471.png,triange
83,159,333,6889,332,571787,../images_assorted/image_472.png,../masks_assorted/mask_472.png,square
101,75,268,10201,404,1030301,../images_assorted/image_473.png,../masks_assorted/mask_473.png,square
41,427,248,840,140,68921,../images_assorted/image_474.png,../masks_assorted/mask_474.png,triange
57,256,233,3249,228,185193,../images_assorted/image_475.png,../masks_assorted/mask_475.png,square
21,212,396,1385,66,38773,../images_assorted/image_476.png,../masks_assorted/mask_476.png,circle
69,210,156,4761,276,328509,../images_assorted/image_477.png,../masks_assorted/mask_477.png,square
39,288,185,4776,122,248349,../images_assorted/image_478.png,../masks_assorted/mask_478.png,circle
30,172,216,2826,94,113040,../images_assorted/image_479.png,../masks_assorted/mask_479.png,circle
15,151,143,706,47,14130,../images_assorted/image_480.png,../masks_assorted/mask_480.png,circle
89,430,262,24872,279,2951470,../images_assorted/image_481.png,../masks_assorted/mask_481.png,circle
67,238,332,2244,229,300763,../images_assorted/image_482.png,../masks_assorted/mask_482.png,triange
33,428,257,3419,104,150456,../images_assorted/image_483.png,../masks_assorted/mask_483.png,circle
75,144,107,2812,256,421875,../images_assorted/image_484.png,../masks_assorted/mask_484.png,triange
31,413,291,480,106,29791,../images_assorted/image_485.png,../masks_assorted/mask_485.png,triange
30,317,321,450,102,27000,../images_assorted/image_486.png,../masks_assorted/mask_486.png,triange
80,69,414,3200,273,512000,../images_assorted/image_487.png,../masks_assorted/mask_487.png,triange
22,436,392,1520,69,44580,../images_assorted/image_488.png,../masks_assorted/mask_488.png,circle
70,247,126,2450,239,343000,../images_assorted/image_489.png,../masks_assorted/mask_489.png,triange
60,387,235,1800,205,216000,../images_assorted/image_490.png,../masks_assorted/mask_490.png,triange
95,331,144,28338,298,3589543,../images_assorted/image_491.png,../masks_assorted/mask_491.png,circle
50,350,346,7850,157,523333,../images_assorted/image_492.png,../masks_assorted/mask_492.png,circle
45,399,67,1012,154,91125,../images_assorted/image_493.png,../masks_assorted/mask_493.png,triange
71,439,149,5041,284,357911,../images_assorted/image_494.png,../masks_assorted/mask_494.png,square
47,207,412,2209,188,103823,../images_assorted/image_495.png,../masks_assorted/mask_495.png,square
84,431,426,22156,264,2481454,../images_assorted/image_496.png,../masks_assorted/mask_496.png,circle
80,88,265,6400,320,512000,../images_assorted/image_497.png,../masks_assorted/mask_497.png,square
105,173,105,5512,358,1157625,../images_assorted/image_498.png,../masks_assorted/mask_498.png,triange
78,419,380,3042,266,474552,../images_assorted/image_499.png,../masks_assorted/mask_499.png,triange
18,152,163,324,72,5832,../images_assorted/image_500.png,../masks_assorted/mask_500.png,square
77,174,115,18617,242,1911351,../images_assorted/image_501.png,../masks_assorted/mask_501.png,circle
73,147,370,2664,249,389017,../images_assorted/image_502.png,../masks_assorted/mask_502.png,triange
33,415,357,544,113,35937,../images_assorted/image_503.png,../masks_assorted/mask_503.png,triange
53,71,180,2809,212,148877,../images_assorted/image_504.png,../masks_assorted/mask_504.png,square
34,391,96,578,116,39304,../images_assorted/image_505.png,../masks_assorted/mask_505.png,triange
79,208,282,6241,316,493039,../images_assorted/image_506.png,../masks_assorted/mask_506.png,square
52,143,163,8491,163,588679,../images_assorted/image_507.png,../masks_assorted/mask_507.png,circle
60,236,108,3600,240,216000,../images_assorted/image_508.png,../masks_assorted/mask_508.png,square
67,290,253,14095,210,1259194,../images_assorted/image_509.png,../masks_assorted/mask_509.png,circle
43,430,89,5806,135,332869,../images_assorted/image_510.png,../masks_assorted/mask_510.png,circle
100,116,161,31400,314,4186667,../images_assorted/image_511.png,../masks_assorted/mask_511.png,circle
53,316,170,1404,181,148877,../images_assorted/image_512.png,../masks_assorted/mask_512.png,triange
54,296,189,2916,216,157464,../images_assorted/image_513.png,../masks_assorted/mask_513.png,square
56,176,107,9847,176,735246,../images_assorted/image_514.png,../masks_assorted/mask_514.png,circle
28,122,129,784,112,21952,../images_assorted/image_515.png,../masks_assorted/mask_515.png,square
106,263,208,11236,424,1191016,../images_assorted/image_516.png,../masks_assorted/mask_516.png,square
71,399,158,2520,242,357911,../images_assorted/image_517.png,../masks_assorted/mask_517.png,triange
43,413,433,5806,135,332869,../images_assorted/image_518.png,../masks_assorted/mask_518.png,circle
115,301,423,13225,460,1520875,../images_assorted/image_519.png,../masks_assorted/mask_519.png,square
60,67,151,11304,188,904320,../images_assorted/image_520.png,../masks_assorted/mask_520.png,circle
38,149,183,4534,119,229731,../images_assorted/image_521.png,../masks_assorted/mask_521.png,circle
30,110,281,2826,94,113040,../images_assorted/image_522.png,../masks_assorted/mask_522.png,circle
114,215,272,12996,456,1481544,../images_assorted/image_523.png,../masks_assorted/mask_523.png,square
90,116,173,25434,283,3052080,../images_assorted/image_524.png,../masks_assorted/mask_524.png,circle
95,342,388,9025,380,857375,../images_assorted/image_525.png,../masks_assorted/mask_525.png,square
80,234,159,20096,251,2143573,../images_assorted/image_526.png,../masks_assorted/mask_526.png,circle
75,321,128,17662,236,1766250,../images_assorted/image_527.png,../masks_assorted/mask_527.png,circle
107,328,286,5724,365,1225043,../images_assorted/image_528.png,../masks_assorted/mask_528.png,triange
42,332,139,1764,168,74088,../images_assorted/image_529.png,../masks_assorted/mask_529.png,square
24,432,351,288,82,13824,../images_assorted/image_530.png,../masks_assorted/mask_530.png,triange
41,162,302,5278,129,288549,../images_assorted/image_531.png,../masks_assorted/mask_531.png,circle
105,249,109,11025,420,1157625,../images_assorted/image_532.png,../masks_assorted/mask_532.png,square
46,223,152,6644,144,407513,../images_assorted/image_533.png,../masks_assorted/mask_533.png,circle
48,182,112,7235,151,463012,../images_assorted/image_534.png,../masks_assorted/mask_534.png,circle
87,123,351,7569,348,658503,../images_assorted/image_535.png,../masks_assorted/mask_535.png,square
72,89,203,16278,226,1562665,../images_assorted/image_536.png,../masks_assorted/mask_536.png,circle
78,226,126,6084,312,474552,../images_assorted/image_537.png,../masks_assorted/mask_537.png,square
38,223,332,722,130,54872,../images_assorted/image_538.png,../masks_assorted/mask_538.png,triange
59,104,218,3481,236,205379,../images_assorted/image_539.png,../masks_assorted/mask_539.png,square
51,104,325,1300,174,132651,../images_assorted/image_540.png,../masks_assorted/mask_540.png,triange
110,350,313,12100,440,1331000,../images_assorted/image_541.png,../masks_assorted/mask_541.png,square
104,297,255,33962,327,4709431,../images_assorted/image_542.png,../masks_assorted/mask_542.png,circle
111,289,202,12321,444,1367631,../images_assorted/image_543.png,../masks_assorted/mask_543.png,square
85,313,217,7225,340,614125,../images_assorted/image_544.png,../masks_assorted/mask_544.png,square
25,417,90,625,100,15625,../images_assorted/image_545.png,../masks_assorted/mask_545.png,square
113,361,304,40095,355,6040929,../images_assorted/image_546.png,../masks_assorted/mask_546.png,circle
81,330,99,20602,254,2224966,../images_assorted/image_547.png,../masks_assorted/mask_547.png,circle
53,67,300,2809,212,148877,../images_assorted/image_548.png,../masks_assorted/mask_548.png,square
85,230,144,22687,267,2571137,../images_assorted/image_549.png,../masks_assorted/mask_549.png,circle
84,96,260,7056,336,592704,../images_assorted/image_550.png,../masks_assorted/mask_550.png,square
28,210,223,2462,88,91906,../images_assorted/image_551.png,../masks_assorted/mask_551.png,circle
40,297,151,5024,126,267947,../images_assorted/image_552.png,../masks_assorted/mask_552.png,circle
47,105,335,1104,160,103823,../images_assorted/image_553.png,../masks_assorted/mask_553.png,triange
50,220,177,2500,200,125000,../images_assorted/image_554.png,../masks_assorted/mask_554.png,square
110,201,316,6050,376,1331000,../images_assorted/image_555.png,../masks_assorted/mask_555.png,triange
39,384,183,1521,156,59319,../images_assorted/image_556.png,../masks_assorted/mask_556.png,square
64,143,356,2048,219,262144,../images_assorted/image_557.png,../masks_assorted/mask_557.png,triange
32,87,280,3215,100,137189,../images_assorted/image_558.png,../masks_assorted/mask_558.png,circle
86,189,149,23223,270,2662954,../images_assorted/image_559.png,../masks_assorted/mask_559.png,circle
46,104,188,1058,157,97336,../images_assorted/image_560.png,../masks_assorted/mask_560.png,triange
107,259,109,35950,336,5128847,../images_assorted/image_561.png,../masks_assorted/mask_561.png,circle
70,162,286,4900,280,343000,../images_assorted/image_562.png,../masks_assorted/mask_562.png,square
21,138,361,441,84,9261,../images_assorted/image_563.png,../masks_assorted/mask_563.png,square
55,127,381,3025,220,166375,../images_assorted/image_564.png,../masks_assorted/mask_564.png,square
83,330,392,3444,283,571787,../images_assorted/image_565.png,../masks_assorted/mask_565.png,triange
20,367,398,1256,63,33493,../images_assorted/image_566.png,../masks_assorted/mask_566.png,circle
61,78,116,3721,244,226981,../images_assorted/image_567.png,../masks_assorted/mask_567.png,square
38,356,428,4534,119,229731,../images_assorted/image_568.png,../masks_assorted/mask_568.png,circle
74,311,245,5476,296,405224,../images_assorted/image_569.png,../masks_assorted/mask_569.png,square
19,135,341,1134,60,28716,../images_assorted/image_570.png,../masks_assorted/mask_570.png,circle
55,173,436,1512,188,166375,../images_assorted/image_571.png,../masks_assorted/mask_571.png,triange
81,130,141,3280,277,531441,../images_assorted/image_572.png,../masks_assorted/mask_572.png,triange
35,345,159,1225,140,42875,../images_assorted/image_573.png,../masks_assorted/mask_573.png,square
95,147,68,4512,324,857375,../images_assorted/image_574.png,../masks_assorted/mask_574.png,triange
94,245,265,4418,321,830584,../images_assorted/image_575.png,../masks_assorted/mask_575.png,triange
18,122,279,162,61,5832,../images_assorted/image_576.png,../masks_assorted/mask_576.png,triange
58,440,110,3364,232,195112,../images_assorted/image_577.png,../masks_assorted/mask_577.png,square
118,149,357,43721,371,6878827,../images_assorted/image_578.png,../masks_assorted/mask_578.png,circle
94,168,147,27745,295,3477378,../images_assorted/image_579.png,../masks_assorted/mask_579.png,circle
27,350,364,364,92,19683,../images_assorted/image_580.png,../masks_assorted/mask_580.png,triange
44,142,377,6079,138,356637,../images_assorted/image_581.png,../masks_assorted/mask_581.png,circle
56,299,348,1568,191,175616,../images_assorted/image_582.png,../masks_assorted/mask_582.png,triange
98,398,333,4802,335,941192,../images_assorted/image_583.png,../masks_assorted/mask_583.png,triange
16,126,263,256,64,4096,../images_assorted/image_584.png,../masks_assorted/mask_584.png,square
38,160,291,722,130,54872,../images_assorted/image_585.png,../masks_assorted/mask_585.png,triange
102,406,321,10404,408,1061208,../images_assorted/image_586.png,../masks_assorted/mask_586.png,square
74,155,167,17195,232,1696538,../images_assorted/image_587.png,../masks_assorted/mask_587.png,circle
31,297,166,961,124,29791,../images_assorted/image_588.png,../masks_assorted/mask_588.png,square
60,118,347,11304,188,904320,../images_assorted/image_589.png,../masks_assorted/mask_589.png,circle
69,251,282,14950,217,1375358,../images_assorted/image_590.png,../masks_assorted/mask_590.png,circle
39,375,215,1521,156,59319,../images_assorted/image_591.png,../masks_assorted/mask_591.png,square
16,388,225,804,50,17149,../images_assorted/image_592.png,../masks_assorted/mask_592.png,circle
58,78,324,10563,182,816869,../images_assorted/image_593.png,../masks_assorted/mask_593.png,circle
92,131,271,8464,368,778688,../images_assorted/image_594.png,../masks_assorted/mask_594.png,square
39,200,76,760,133,59319,../images_assorted/image_595.png,../masks_assorted/mask_595.png,triange
49,296,422,1200,167,117649,../images_assorted/image_596.png,../masks_assorted/mask_596.png,triange
32,130,435,512,109,32768,../images_assorted/image_597.png,../masks_assorted/mask_597.png,triange
104,342,156,10816,416,1124864,../images_assorted/image_598.png,../masks_assorted/mask_598.png,square
36,218,342,4069,113,195333,../images_assorted/image_599.png,../masks_assorted/mask_599.png,circle
45,357,150,2025,180,91125,../images_assorted/image_600.png,../masks_assorted/mask_600.png,square
91,154,327,8281,364,753571,../images_assorted/image_601.png,../masks_assorted/mask_601.png,square
95,67,397,9025,380,857375,../images_assorted/image_602.png,../masks_assorted/mask_602.png,square
76,389,207,2888,259,438976,../images_assorted/image_603.png,../masks_assorted/mask_603.png,triange
86,182,228,23223,270,2662954,../images_assorted/image_604.png,../masks_assorted/mask_604.png,circle
41,225,76,1681,164,68921,../images_assorted/image_605.png,../masks_assorted/mask_605.png,square
97,355,153,4704,331,912673,../images_assorted/image_606.png,../masks_assorted/mask_606.png,triange
26,223,270,2123,82,73585,../images_assorted/image_607.png,../masks_assorted/mask_607.png,circle
37,289,202,684,126,50653,../images_assorted/image_608.png,../masks_assorted/mask_608.png,triange
100,237,329,10000,400,1000000,../images_assorted/image_609.png,../masks_assorted/mask_609.png,square
55,314,432,3025,220,166375,../images_assorted/image_610.png,../masks_assorted/mask_610.png,square
111,265,422,38688,349,5725815,../images_assorted/image_611.png,../masks_assorted/mask_611.png,circle
34,99,324,1156,136,39304,../images_assorted/image_612.png,../masks_assorted/mask_612.png,square
57,237,443,3249,228,185193,../images_assorted/image_613.png,../masks_assorted/mask_613.png,square
66,173,102,2178,225,287496,../images_assorted/image_614.png,../masks_assorted/mask_614.png,triange
96,146,428,4608,328,884736,../images_assorted/image_615.png,../masks_assorted/mask_615.png,triange
112,258,310,39388,352,5881965,../images_assorted/image_616.png,../masks_assorted/mask_616.png,circle
38,96,316,1444,152,54872,../images_assorted/image_617.png,../masks_assorted/mask_617.png,square
23,341,64,264,79,12167,../images_assorted/image_618.png,../masks_assorted/mask_618.png,triange
111,290,171,6160,379,1367631,../images_assorted/image_619.png,../masks_assorted/mask_619.png,triange
99,298,68,30775,311,4062318,../images_assorted/image_620.png,../masks_assorted/mask_620.png,circle
38,222,392,4534,119,229731,../images_assorted/image_621.png,../masks_assorted/mask_621.png,circle
